,dist_right,y,dist_around,dist_left,dist_up,dist_bottom,x
6084,2,4,5.099,3,16,16,17
6085,12,3,8.485,2,0,21,12
6086,2,17,12.042,16,26,6,27
6087,4,15,15.232,14,3,29,4
6088,2,13,6.403,12,22,1,23
6089,0,19,12.806,18,9,23,10
6090,0,19,10.198,18,15,17,16
6091,8,4,12.083,3,28,4,29
6092,5,7,10.198,0,7,5,28
6093,3,12,3.162,11,18,14,19
6094,1,14,5.0,13,17,7,18
6095,4,15,13.416,14,5,27,6
6096,1,4,13.0,3,5,27,6
6097,9,3,13.416,2,18,3,30
6098,11,1,15.264,0,30,2,31
6099,1,1,15.264,0,4,28,5
6100,0,19,11.662,18,11,21,12
6101,2,13,5.657,12,21,2,22
6102,6,0,9.055,0,16,16,17
6103,1,1,15.264,0,4,28,5
6104,7,12,17.263,11,0,32,1
6105,1,14,5.0,13,17,7,18
6106,0,15,6.708,14,20,12,21
6107,10,5,7.211,4,11,21,12
6108,8,7,3.606,0,0,12,21
6109,8,11,17.117,10,0,12,1
6110,3,16,12.207,0,2,5,28
6111,1,4,13.0,3,5,27,6
6112,10,9,10.0,2,1,5,8
6113,8,4,13.0,3,29,3,30
6114,6,13,11.705,12,6,17,7
6115,5,1,8.246,0,15,17,16
6116,4,2,7.071,1,16,16,17
6117,0,19,11.18,18,12,20,13
6118,0,5,14.56,4,3,29,4
6119,1,14,7.81,13,23,1,24
6120,11,4,7.071,3,12,20,13
6121,4,15,18.028,14,0,32,1
6122,0,15,9.22,14,24,8,25
6123,2,17,16.125,16,31,1,32
6124,10,9,17.0,2,0,2,1
6125,13,6,17.263,0,0,2,1
6126,2,13,8.944,12,9,14,10
6127,0,6,5.0,0,7,19,14
6128,3,9,12.0,2,9,3,30
6129,1,18,12.042,17,25,7,26
6130,0,6,5.0,0,7,19,14
6131,2,0,15.811,0,4,28,5
6132,9,3,11.662,2,16,5,28
6133,0,15,7.81,14,22,10,23
6134,8,4,13.928,3,30,2,31
6135,5,14,15.811,13,1,0,33
6136,4,2,7.071,1,16,16,17
6137,3,12,5.0,11,13,19,14
6138,7,8,4.123,1,1,11,22
6139,11,4,7.071,3,22,10,23
6140,4,2,7.28,1,19,13,20
6141,1,14,7.071,13,22,2,23
6142,10,2,15.652,1,31,1,32
6143,0,19,18.028,18,32,0,33
6144,0,19,10.05,18,18,14,19
6145,13,6,15.297,0,26,0,33
6146,1,5,4.472,4,15,17,16
6147,4,15,15.232,14,3,29,4
6148,1,11,9.22,10,6,6,27
6149,5,10,6.083,4,6,1,12
6150,1,14,5.099,13,16,8,17
6151,18,1,18.788,0,0,32,1
6152,2,4,5.0,3,17,15,18
6153,1,18,19.235,17,0,32,1
6154,11,1,14.422,0,29,3,30
6155,1,14,5.385,13,15,9,16
6156,0,19,11.18,18,12,20,13
6157,2,13,8.944,12,9,14,10
6158,9,3,9.22,2,13,8,25
6159,0,5,14.56,4,3,29,4
6160,1,11,7.28,10,4,8,25
6161,2,13,4.123,12,18,5,19
6162,3,16,16.553,0,2,5,3
6163,10,2,11.402,1,26,6,27
6164,6,9,5.0,2,6,0,13
6165,0,19,11.662,18,11,21,12
6166,0,19,9.22,18,16,16,17
6167,2,17,4.0,16,11,21,12
6168,13,6,11.0,0,1,25,8
6169,15,0,17.72,0,12,20,13
6170,6,0,18.028,0,13,19,14
6171,1,11,18.974,10,5,7,26
6172,0,12,18.682,11,25,7,26
6173,1,18,15.033,17,22,10,23
6174,7,8,9.487,1,4,2,11
6175,3,12,5.385,11,9,23,10
6176,3,3,18.439,2,8,13,20
6177,1,14,3.162,13,8,16,9
6178,14,5,12.0,4,7,25,8
6179,5,14,4.243,13,4,20,5
6180,12,3,14.866,2,1,20,13
6181,1,18,2.236,17,5,27,6
6182,10,2,23.431,1,25,7,26
6183,2,4,14.765,3,14,18,15
6184,12,3,19.105,2,9,12,21
6185,13,6,11.0,0,1,25,8
6186,9,6,19.416,0,17,9,24
6187,13,6,12.53,0,1,1,2
6188,1,11,24.739,10,11,1,32
6189,6,0,20.809,0,19,13,20
6190,9,10,7.28,4,0,7,6
6191,10,9,8.062,2,0,6,7
6192,0,2,15.297,1,4,28,5
6193,2,17,2.0,16,5,27,6
6194,2,10,21.19,4,7,5,28
6195,15,4,13.928,3,2,30,3
6196,13,6,12.53,0,1,1,2
6197,1,11,24.739,10,11,1,32
6198,8,7,18.868,0,3,9,24
6199,15,4,14.765,3,0,32,1
6200,17,2,15.811,1,2,30,3
6201,1,14,12.369,13,19,5,20
6202,2,17,5.0,16,2,30,3
6203,2,13,6.403,12,12,11,13
6204,0,19,19.105,18,26,6,27
6205,13,2,19.849,1,20,12,21
6206,13,6,13.038,0,0,2,1
6207,2,0,17.464,0,3,29,4
6208,2,17,2.0,16,5,27,6
6209,3,12,5.831,11,10,22,11
6210,2,17,16.0,16,23,9,24
6211,0,15,17.117,14,24,8,25
6212,2,17,1.0,16,6,26,7
6213,9,10,7.0,4,2,5,8
6214,2,17,2.0,16,9,23,10
6215,0,12,24.515,11,31,1,32
6216,0,12,21.587,11,28,4,29
6217,10,5,13.0,4,12,20,13
6218,2,17,9.0,16,16,16,17
6219,12,7,26.926,0,12,0,33
6220,1,4,13.342,3,4,28,5
6221,0,19,2.236,18,8,24,9
6222,1,11,18.974,10,5,7,26
6223,10,2,25.807,1,28,4,29
6224,4,11,7.211,10,11,1,12
6225,1,18,2.236,17,5,27,6
6226,4,8,25.632,1,11,1,32
6227,2,17,6.0,16,13,19,14
6228,6,9,15.264,2,0,12,21
6229,0,19,15.133,18,22,10,23
6230,5,1,17.889,0,15,17,16
6231,0,19,16.125,18,23,9,24
6232,5,1,17.889,0,15,17,16
6233,3,16,6.083,0,1,6,2
6234,2,17,2.0,16,9,23,10
6235,1,1,16.031,0,6,26,7
6236,2,10,22.136,4,8,4,29
6237,13,6,11.0,0,1,25,8
6238,7,12,5.385,11,5,27,6
6239,7,5,22.472,4,26,6,27
6240,10,9,26.249,2,12,0,33
6241,11,4,19.849,3,22,10,23
6242,3,12,7.071,11,12,20,13
6243,5,1,18.358,0,16,16,17
6244,9,10,7.28,4,0,7,6
6245,3,16,25.02,0,7,0,33
6246,2,10,23.087,4,9,3,30
6247,10,5,17.692,4,20,12,21
6248,2,17,4.0,16,11,21,12
6249,3,16,20.025,0,0,7,1
6250,0,19,14.56,18,6,26,7
6251,7,5,12.207,4,27,5,28
6252,2,17,3.606,16,17,15,18
6253,0,12,8.544,11,28,4,29
6254,15,4,22.825,3,0,32,1
6255,14,5,21.471,4,1,31,2
6256,1,14,5.099,13,15,9,16
6257,2,17,16.125,16,4,28,5
6258,18,1,23.601,0,1,31,2
6259,8,4,12.083,3,25,7,26
6260,1,14,1.414,13,19,5,20
6261,2,10,9.434,4,8,4,29
6262,2,17,5.385,16,25,7,26
6263,12,3,12.369,2,12,9,24
6264,3,12,3.162,11,21,11,22
6265,6,6,14.213,0,25,1,32
6266,14,1,14.318,0,23,9,24
6267,8,11,19.416,10,1,11,2
6268,10,2,16.401,1,30,2,31
6269,11,8,13.892,1,12,0,33
6270,0,19,14.56,18,6,26,7
6271,8,4,12.53,3,26,6,27
6272,2,17,10.198,16,30,2,31
6273,2,17,9.22,16,29,3,30
6274,13,6,20.125,0,2,0,3
6275,4,11,5.0,10,3,9,24
6276,12,7,16.125,0,0,6,7
6277,4,2,13.153,1,18,14,19
6278,3,12,10.44,11,10,22,11
6279,3,12,9.487,11,11,21,12
6280,6,0,15.811,0,15,17,16
6281,5,14,11.045,13,0,1,32
6282,2,17,2.828,16,18,14,19
6283,2,17,8.246,16,12,20,13
6284,4,2,14.765,1,13,19,14
6285,9,6,9.055,0,15,11,22
6286,0,19,17.464,18,3,29,4
6287,8,11,12.649,10,12,0,33
6288,1,18,16.279,17,4,28,5
6289,3,16,13.038,0,7,0,8
6290,1,18,7.616,17,27,5,28
6291,1,18,14.318,17,6,26,7
6292,3,3,12.649,2,5,16,17
6293,7,5,13.454,4,29,3,30
6294,2,13,2.236,12,19,4,20
6295,10,2,13.928,1,25,7,26
6296,1,11,8.062,10,7,5,28
6297,0,12,6.708,11,26,6,27
6298,6,6,12.042,0,22,4,29
6299,0,19,4.0,18,20,12,21
6300,3,3,12.369,2,6,15,18
6301,9,6,13.454,0,4,22,11
6302,4,15,5.0,14,25,7,26
6303,1,14,7.071,13,13,11,14
6304,13,6,21.932,0,0,2,1
6305,0,15,4.0,14,24,8,25
6306,11,1,17.205,0,30,2,31
6307,7,12,19.235,11,1,31,2
6308,3,12,3.606,11,22,10,23
6309,8,11,19.416,10,1,11,2
6310,12,0,16.155,0,26,6,27
6311,2,13,2.828,12,18,5,19
6312,18,1,23.601,0,1,31,2
6313,3,3,12.369,2,6,15,18
6314,3,12,8.544,11,12,20,13
6315,5,7,8.944,0,4,8,25
6316,1,1,22.023,0,3,29,4
6317,2,17,10.198,16,10,22,11
6318,2,10,11.18,4,10,2,31
6319,10,5,12.806,4,12,20,13
6320,5,7,13.601,0,11,1,32
6321,10,5,14.866,4,9,23,10
6322,2,17,5.385,16,15,17,16
6323,1,1,19.105,0,7,25,8
6324,9,10,13.928,4,2,5,8
6325,1,14,4.123,13,16,8,17
6326,4,8,12.207,1,10,2,31
6327,2,13,2.0,12,20,3,21
6328,7,5,3.606,4,27,5,28
6329,1,18,22.825,17,4,28,5
6330,14,5,17.117,4,7,25,8
6331,12,3,4.123,2,12,9,24
6332,1,5,5.385,4,19,13,20
6333,2,13,11.662,12,14,9,15
6334,14,5,18.111,4,6,26,7
6335,3,3,7.211,2,7,14,19
6336,0,2,16.763,1,8,24,9
6337,9,3,4.472,2,15,6,27
6338,4,15,24.352,14,1,31,2
6339,0,2,14.866,1,10,22,11
6340,2,17,14.866,16,13,19,14
6341,9,3,8.062,2,20,1,32
6342,13,6,22.023,0,2,0,3
6343,1,11,7.211,10,10,2,31
6344,2,17,14.142,16,14,18,15
6345,3,12,15.811,11,9,23,10
6346,8,4,3.606,3,26,6,27
6347,3,3,9.849,2,4,17,16
6348,2,13,9.22,12,17,6,18
6349,10,5,15.133,4,9,23,10
6350,1,11,4.0,10,4,8,25
6351,1,14,7.28,13,22,2,23
6352,1,14,9.899,13,17,7,18
6353,5,14,19.313,13,6,18,7
6354,10,5,14.142,4,10,22,11
6355,4,8,7.071,1,11,1,32
6356,12,7,17.0,0,1,5,8
6357,0,19,26.833,18,0,32,1
6358,4,11,5.0,10,1,11,22
6359,1,14,11.402,13,15,9,16
6360,11,8,18.028,1,0,6,7
6361,5,14,19.313,13,6,18,7
6362,2,13,6.083,12,23,0,24
6363,2,17,14.142,16,14,18,15
6364,0,19,13.0,18,19,13,20
6365,8,11,19.416,10,5,7,6
6366,0,15,12.806,14,14,18,15
6367,11,8,8.062,1,12,0,33
6368,0,6,7.071,0,11,15,18
6369,14,5,18.111,4,6,26,7
6370,2,13,13.416,12,12,11,13
6371,12,7,23.0,0,1,1,2
6372,1,14,9.22,13,18,6,19
6373,1,1,16.155,0,9,23,10
6374,2,17,10.198,16,26,6,27
6375,9,10,23.195,4,1,1,2
6376,10,9,18.111,2,0,6,7
6377,7,8,1.414,1,3,9,24
6378,0,15,12.806,14,14,18,15
6379,14,1,13.416,0,12,20,13
6380,4,11,4.123,10,3,9,24
6381,6,13,21.84,12,3,20,4
6382,1,18,13.601,17,16,16,17
6383,3,12,5.099,11,23,9,24
6384,0,6,5.099,0,13,13,20
6385,8,11,19.416,10,5,7,6
6386,5,14,18.385,13,7,17,8
6387,3,16,21.932,0,4,3,5
6388,8,11,19.416,10,5,7,6
6389,12,7,24.0,0,0,2,1
6390,7,12,24.515,11,0,32,1
6391,9,6,3.162,0,15,11,22
6392,6,13,22.804,12,2,21,3
6393,6,6,3.162,0,21,5,28
6394,4,15,10.0,14,30,2,31
6395,1,11,5.0,10,7,5,28
6396,3,12,8.602,11,17,15,18
6397,12,0,7.0,0,24,8,25
6398,9,6,4.123,0,14,12,21
6399,2,13,10.817,12,15,8,16
6400,1,18,26.401,17,0,32,1
6401,0,15,16.125,14,10,22,11
6402,9,10,8.544,4,12,0,33
6403,1,18,13.0,17,26,6,27
6404,1,18,12.166,17,23,9,24
6405,8,11,14.866,10,7,5,8
6406,4,11,13.0,10,9,3,10
6407,6,13,13.038,12,0,0,33
6408,19,0,21.84,0,0,32,1
6409,3,16,13.454,0,5,2,31
6410,1,1,14.866,0,7,25,8
6411,1,18,13.416,17,27,5,28
6412,2,17,13.038,16,14,18,15
6413,2,17,18.601,16,6,26,7
6414,0,12,9.22,11,28,4,29
6415,4,15,13.454,14,31,1,32
6416,2,13,7.28,12,23,0,24
6417,10,5,1.414,4,22,10,23
6418,1,11,7.071,10,6,6,27
6419,3,9,6.708,2,7,5,28
6420,5,7,7.071,0,8,4,29
6421,6,13,17.464,12,5,18,6
6422,1,18,15.62,17,31,1,32
6423,9,10,19.416,4,2,0,3
6424,2,10,8.062,4,8,4,29
6425,10,9,20.224,2,1,1,2
6426,1,18,13.416,17,15,17,16
6427,11,4,12.166,3,9,23,10
6428,1,18,18.439,17,7,25,8
6429,0,2,17.464,1,4,28,5
6430,5,1,5.385,0,19,13,20
6431,2,13,8.062,12,17,6,18
6432,1,18,12.042,17,22,10,23
6433,0,19,24.698,18,0,32,1
6434,9,6,9.0,0,6,20,13
6435,0,2,12.649,1,9,23,10
6436,10,9,21.213,2,0,2,1
6437,6,13,17.464,12,5,18,6
6438,0,19,20.616,18,5,27,6
6439,7,12,18.974,11,3,29,4
6440,2,4,6.325,3,15,17,16
6441,1,18,19.209,17,6,26,7
6442,3,12,6.325,11,23,9,24
6443,5,10,13.601,4,3,4,9
6444,11,1,9.434,0,29,3,30
6445,2,0,13.416,0,9,23,10
6446,0,15,12.042,14,13,19,14
6447,1,18,12.0,17,21,11,22
6448,0,15,10.296,14,16,16,17
6449,3,3,5.831,2,5,16,17
6450,10,5,12.042,4,9,23,10
6451,11,1,5.831,0,24,8,25
6452,13,6,14.0,0,1,25,8
6453,10,9,15.297,2,0,6,7
6454,6,13,19.313,12,3,20,4
6455,1,18,13.892,17,28,4,29
6456,11,1,7.81,0,27,5,28
6457,15,4,20.1,3,1,31,2
6458,0,19,20.616,18,5,27,6
6459,10,9,11.402,2,12,0,33
6460,3,12,10.817,11,12,20,13
6461,12,7,20.025,0,1,1,2
6462,2,13,7.28,12,19,4,20
6463,11,1,11.18,0,31,1,32
6464,11,4,2.236,3,20,12,21
6465,4,15,21.932,14,1,31,2
6466,7,8,10.198,1,5,1,12
6467,1,18,12.649,17,17,15,18
6468,10,2,10.77,1,31,1,32
6469,14,5,19.026,4,2,30,3
6470,3,9,4.243,2,4,8,25
6471,1,1,17.72,0,4,28,5
6472,1,11,7.81,10,7,5,28
6473,3,12,13.416,11,9,23,10
6474,9,10,16.492,4,0,7,6
6475,11,4,9.22,3,12,20,13
6476,9,6,9.0,0,6,20,13
6477,10,5,2.236,4,23,9,24
6478,7,8,2.236,1,2,10,23
6479,5,14,18.788,13,4,20,5
6480,11,1,5.831,0,24,8,25
6481,7,12,18.974,11,3,29,4
6482,6,6,19.925,0,25,1,32
6483,15,0,16.279,0,23,9,24
6484,1,18,6.325,17,10,22,11
6485,0,5,11.402,4,3,29,4
6486,12,3,13.454,2,11,10,23
6487,1,14,9.22,13,21,3,22
6488,12,3,14.213,2,12,9,24
6489,4,11,1.414,10,11,1,12
6490,1,18,12.53,17,23,9,24
6491,1,1,13.601,0,4,28,5
6492,15,4,14.422,3,0,32,1
6493,2,17,12.083,16,23,9,24
6494,4,2,11.662,1,18,14,19
6495,4,8,12.649,1,4,8,25
6496,4,8,13.601,1,5,7,26
6497,4,11,10.05,10,2,10,23
6498,0,19,9.22,18,18,14,19
6499,12,0,20.809,0,29,3,30
6500,14,1,13.601,0,20,12,21
6501,6,13,7.071,12,5,18,6
6502,0,2,13.454,1,3,29,4
6503,0,2,11.18,1,7,25,8
6504,7,8,4.472,1,4,2,11
6505,6,9,5.0,2,2,4,9
6506,3,12,1.0,11,11,21,12
6507,5,14,9.22,13,3,21,4
6508,1,18,18.028,17,29,3,30
6509,5,1,12.53,0,18,14,19
6510,0,6,9.22,0,13,13,20
6511,6,9,3.606,2,4,2,11
6512,5,1,13.038,0,19,13,20
6513,8,7,5.385,0,4,2,11
6514,0,19,10.63,18,4,28,5
6515,4,2,11.662,1,18,14,19
6516,2,13,3.162,12,9,14,10
6517,6,6,19.925,0,25,1,32
6518,10,9,11.402,2,1,1,2
6519,5,1,11.402,0,15,17,16
6520,2,17,11.18,16,22,10,23
6521,0,19,13.892,18,0,32,1
6522,2,4,10.63,3,19,13,20
6523,11,8,10.77,1,2,0,3
6524,1,1,14.213,0,3,29,4
6525,4,8,16.492,1,8,4,29
6526,0,19,13.038,18,1,31,2
6527,2,17,14.866,16,26,6,27
6528,13,6,13.416,0,0,2,1
6529,1,18,12.53,17,23,9,24
6530,10,5,7.616,4,9,23,10
6531,4,2,10.44,1,15,17,16
6532,3,12,1.0,11,13,19,14
6533,1,5,7.28,4,14,18,15
6534,0,19,12.207,18,2,30,3
6535,2,0,12.369,0,9,23,10
6536,3,12,0.0,11,12,20,13
6537,5,7,14.866,0,6,6,27
6538,13,2,10.05,1,11,21,12
6539,3,16,15.524,0,2,5,28
6540,2,0,13.892,0,5,27,6
6541,1,18,7.211,17,8,24,9
6542,7,12,7.0,11,5,27,6
6543,0,19,20.248,18,31,1,32
6544,0,19,17.464,18,28,4,29
6545,9,6,6.325,0,4,22,11
6546,3,16,14.56,0,1,6,27
6547,2,13,4.123,12,16,7,17
6548,2,17,18.682,16,30,2,31
6549,6,13,10.05,12,2,21,3
6550,2,13,1.414,12,13,10,14
6551,1,1,12.083,0,7,25,8
6552,6,9,4.243,2,3,3,10
6553,0,19,12.207,18,22,10,23
6554,12,3,13.454,2,11,10,23
6555,0,2,11.18,1,7,25,8
6556,2,13,4.472,12,22,1,23
6557,1,18,21.024,17,5,27,6
6558,1,18,12.728,17,15,17,16
6559,1,11,2.828,10,6,6,27
6560,0,19,10.77,18,20,12,21
6561,0,19,18.868,18,8,24,9
6562,0,6,10.44,0,8,18,15
6563,1,14,14.866,13,10,14,11
6564,8,7,12.166,0,6,0,13
6565,5,10,3.162,4,1,11,22
6566,2,13,4.123,12,23,0,24
6567,6,0,12.728,0,15,17,16
6568,11,1,10.0,0,30,2,31
6569,1,14,12.083,13,13,11,14
6570,11,8,17.029,1,1,5,8
6571,2,13,9.849,12,15,8,16
6572,1,11,2.828,10,6,6,27
6573,14,5,24.331,4,0,32,1
6574,13,6,8.544,0,26,0,33
6575,12,7,22.091,0,2,0,3
6576,1,14,8.602,13,17,7,18
6577,8,7,3.606,0,1,11,22
6578,11,1,10.0,0,30,2,31
6579,4,11,16.125,10,8,4,9
6580,9,10,19.026,4,0,7,6
6581,7,5,4.123,4,25,7,26
6582,15,4,22.561,3,2,30,3
6583,9,6,3.606,0,16,10,23
6584,11,4,6.403,3,20,12,21
6585,4,11,15.133,10,9,3,10
6586,9,3,9.22,2,20,1,32
6587,10,5,5.657,4,20,12,21
6588,1,14,7.071,13,19,5,20
6589,3,16,25.0,0,0,7,1
6590,16,3,22.804,2,2,0,3
6591,1,11,2.0,10,4,8,25
6592,3,16,7.071,0,0,7,26
6593,7,5,6.403,4,29,3,30
6594,5,14,22.561,13,2,22,3
6595,0,19,18.868,18,8,24,9
6596,1,18,18.358,17,8,24,9
6597,2,0,21.932,0,4,28,5
6598,1,11,5.385,10,9,3,30
6599,5,10,2.236,4,2,10,23
6600,1,18,21.024,17,5,27,6
6601,16,3,24.739,2,0,2,1
6602,8,11,18.111,10,6,6,7
6603,14,1,8.246,0,22,10,23
6604,3,16,24.042,0,1,6,2
6605,7,12,21.213,11,3,29,4
6606,5,7,6.325,0,10,2,31
6607,5,10,1.414,4,3,9,24
6608,4,8,4.123,1,8,4,29
6609,0,2,21.19,1,4,28,5
6610,2,17,20.616,16,5,27,6
6611,0,15,7.81,14,19,13,20
6612,1,18,17.493,17,9,23,10
6613,7,12,21.213,11,3,29,4
6614,9,10,17.029,4,2,5,8
6615,10,2,7.0,1,24,8,25
6616,2,17,8.544,16,27,5,28
6617,1,18,12.042,17,32,0,33
6618,1,11,2.828,10,6,6,27
6619,9,6,14.318,0,4,22,11
6620,6,9,2.0,2,2,10,23
6621,13,6,24.187,0,0,2,1
6622,9,6,4.243,0,15,11,22
6623,4,15,22.804,14,2,30,3
6624,7,8,4.123,1,0,12,21
6625,10,5,5.657,4,20,12,21
6626,0,19,15.62,18,12,20,13
6627,6,9,4.0,2,0,12,21
6628,11,8,22.023,1,2,0,3
6629,5,10,4.123,4,0,12,21
6630,0,6,5.831,0,13,13,20
6631,0,19,15.264,18,12,20,13
6632,1,18,27.893,17,26,6,27
6633,15,4,33.734,3,32,0,33
6634,0,19,16.125,18,13,19,14
6635,3,12,21.024,11,20,12,21
6636,9,10,2.236,4,1,1,2
6637,11,1,27.857,0,25,7,26
6638,10,2,27.514,1,25,7,26
6639,11,1,27.857,0,25,7,26
6640,5,1,19.723,0,16,16,17
6641,5,7,31.257,0,10,2,31
6642,3,16,31.401,0,5,2,31
6643,4,15,30.265,14,29,3,30
6644,13,2,15.0,1,11,21,12
6645,3,12,12.042,11,11,21,12
6646,10,2,32.28,1,30,2,31
6647,13,2,23.77,1,21,11,22
6648,3,16,5.385,0,1,6,2
6649,8,11,7.0,10,6,6,7
6650,11,4,23.087,3,21,11,22
6651,2,17,6.083,16,0,32,1
6652,9,3,27.203,2,14,7,26
6653,4,11,9.0,10,8,4,9
6654,5,10,12.042,4,6,1,12
6655,1,14,22.204,13,21,3,22
6656,2,13,15.133,12,14,9,15
6657,4,11,10.0,10,9,3,10
6658,1,18,7.071,17,0,32,1
6659,5,1,21.471,0,18,14,19
6660,8,4,30.806,3,29,3,30
6661,6,13,8.246,12,7,16,8
6662,6,13,3.606,12,2,21,3
6663,3,16,5.385,0,1,6,2
6664,9,6,24.515,0,17,9,24
6665,5,1,18.868,0,15,17,16
6666,7,8,24.187,1,3,9,24
6667,4,11,10.0,10,9,3,10
6668,11,8,7.616,1,0,6,7
6669,3,12,19.026,11,18,14,19
6670,2,13,24.083,12,23,0,24
6671,2,0,14.213,0,8,24,9
6672,3,9,26.077,2,5,7,26
6673,3,16,8.602,0,6,1,7
6674,10,5,22.804,4,21,11,22
6675,3,16,32.388,0,6,1,32
6676,10,2,27.514,1,25,7,26
6677,9,3,30.083,2,17,4,29
6678,3,12,21.024,11,20,12,21
6679,0,6,16.763,0,9,17,16
6680,11,1,32.573,0,30,2,31
6681,6,9,11.18,2,4,2,11
6682,17,2,34.205,1,32,0,33
6683,4,2,21.932,1,19,13,20
6684,2,13,19.105,12,18,5,19
6685,0,15,10.77,14,9,23,10
6686,1,18,30.806,17,29,3,30
6687,1,18,27.893,17,26,6,27
6688,14,1,25.08,0,22,10,23
6689,5,14,3.162,13,0,24,1
6690,12,0,31.953,0,29,3,30
6691,0,15,19.416,14,18,14,19
6692,14,1,23.259,0,20,12,21
6693,7,12,3.162,11,2,30,3
6694,12,0,33.838,0,31,1,32
6695,2,13,17.117,12,16,7,17
6696,19,0,34.785,0,32,0,33
6697,12,3,22.472,2,9,12,21
6698,3,16,5.831,0,2,5,3
6699,0,15,14.56,14,13,19,14
6700,15,4,10.63,3,7,25,8
6701,18,1,10.44,0,2,30,3
6702,4,2,21.932,1,19,13,20
6703,10,2,31.321,1,29,3,30
6704,4,15,14.036,14,32,0,33
6705,3,16,12.0,0,5,2,31
6706,1,18,8.246,17,26,6,27
6707,4,8,11.314,1,6,6,27
6708,10,5,12.53,4,12,20,13
6709,6,6,13.454,0,21,5,28
6710,18,1,23.431,0,0,32,1
6711,2,17,12.042,16,6,26,7
6712,11,4,13.416,3,12,20,13
6713,7,5,14.866,4,28,4,29
6714,2,17,10.05,16,8,24,9
6715,1,11,13.928,10,11,1,32
6716,6,13,15.297,12,3,20,4
6717,4,15,18.028,14,0,32,1
6718,10,2,19.105,1,31,1,32
6719,1,14,2.828,13,16,8,17
6720,2,0,17.889,0,10,22,11
6721,11,8,19.698,1,0,2,1
6722,8,11,13.0,10,6,6,7
6723,10,2,16.643,1,27,5,28
6724,14,1,15.524,0,22,10,23
6725,4,15,13.038,14,31,1,32
6726,9,6,10.44,0,15,11,22
6727,0,12,7.211,11,24,8,25
6728,2,4,13.0,3,13,19,14
6729,14,5,21.095,4,0,32,1
6730,11,4,13.416,3,12,20,13
6731,14,5,17.804,4,32,0,33
6732,2,17,13.038,16,31,1,32
6733,7,12,15.524,11,3,29,4
6734,0,19,3.606,18,16,16,17
6735,3,12,7.211,11,12,20,13
6736,6,9,8.062,2,2,10,23
6737,13,2,14.866,1,23,9,24
6738,11,1,16.155,0,24,8,25
6739,2,17,6.083,16,24,8,25
6740,8,4,16.279,3,29,3,30
6741,8,11,15.811,10,3,9,4
6742,8,11,14.866,10,4,8,5
6743,9,3,16.401,2,17,4,29
6744,11,8,13.601,1,1,5,8
6745,2,17,6.083,16,24,8,25
6746,10,5,13.038,4,11,21,12
6747,0,19,17.263,18,1,31,2
6748,14,5,21.095,4,0,32,1
6749,19,0,21.26,0,32,0,33
6750,19,0,24.083,0,0,32,1
6751,0,19,5.0,18,14,18,15
6752,2,0,21.26,0,4,28,5
6753,9,6,10.198,0,14,12,21
6754,4,11,7.81,10,12,0,13
6755,7,5,12.53,4,24,8,25
6756,3,9,13.038,2,9,3,30
6757,7,12,17.464,11,1,31,2
6758,5,10,6.708,4,1,11,22
6759,4,11,7.81,10,12,0,13
6760,8,7,12.042,0,4,2,11
6761,18,1,20.518,0,32,0,33
6762,10,5,12.083,4,23,9,24
6763,2,10,8.485,4,4,8,25
6764,3,9,9.22,2,4,8,25
6765,3,16,17.0,0,1,6,2
6766,11,1,16.553,0,25,7,26
6767,15,0,16.763,0,23,9,24
6768,1,14,2.828,13,16,8,17
6769,0,2,17.205,1,8,24,9
6770,2,13,5.831,12,13,10,14
6771,15,4,21.633,3,0,32,1
6772,6,6,15.62,0,24,2,31
6773,0,19,15.297,18,3,29,4
6774,0,5,18.601,4,3,29,4
6775,0,2,18.439,1,6,26,7
6776,2,4,12.042,3,17,15,18
6777,0,19,6.708,18,12,20,13
6778,12,7,14.213,0,1,5,8
6779,10,9,18.385,2,1,1,2
6780,2,17,5.099,16,13,19,14
6781,5,1,15.033,0,17,15,18
6782,4,11,8.602,10,11,1,12
6783,11,4,15.62,3,8,24,9
6784,14,5,20.248,4,1,31,2
6785,10,2,16.643,1,27,5,28
6786,5,10,7.211,4,2,10,23
6787,3,12,15.264,11,11,21,12
6788,3,12,10.63,11,17,15,18
6789,11,1,4.243,0,27,5,28
6790,5,10,6.083,4,3,9,24
6791,4,11,15.652,10,10,2,11
6792,10,9,18.682,2,0,6,7
6793,2,17,14.318,16,30,2,31
6794,3,9,8.602,2,11,1,32
6795,12,0,5.0,0,27,5,28
6796,5,10,14.318,4,6,1,12
6797,14,1,4.243,0,21,11,22
6798,2,10,6.708,4,7,5,28
6799,3,12,16.125,11,10,22,11
6800,11,8,8.944,1,12,0,33
6801,8,4,5.0,3,29,3,30
6802,9,6,3.606,0,15,11,22
6803,7,5,3.162,4,27,5,28
6804,4,8,7.211,1,10,2,31
6805,7,8,16.492,1,2,4,9
6806,6,6,7.28,0,25,1,32
6807,3,12,8.246,11,22,10,23
6808,3,3,8.062,2,5,16,17
6809,5,10,16.155,4,4,3,10
6810,8,4,4.0,3,28,4,29
6811,1,18,15.652,17,31,1,32
6812,0,12,8.544,11,27,5,28
6813,0,19,18.601,18,13,19,14
6814,8,7,16.279,0,2,4,9
6815,3,12,8.246,11,22,10,23
6816,9,10,18.028,4,2,5,8
6817,2,17,14.318,16,18,14,19
6818,2,13,9.487,12,21,2,22
